marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date	helpful_total_ratio	review_month
US	19564144	R33AZE0FB8POQR	B00APV7OWG	443954263	onei mk-ii air ionique hair dryer with ionic generator for professional blowouts	Beauty	5	2	3	N	Y	best dryer i have ever had	my 160 blow dryer burned out on vacation i really could not afford to spend that kind of money again but i have curly hair so having a good blower to straighten out my hair is important this one was cheaper but i had never heard of the brand before so i was hesitant but after researching and reading the reviews i figured i would go for it all i can say is i love it its quiet its light it has alot of heat settings the buttons are positioned well and it works better than my old blow dryer as far as straightening my hair my boyfriend who also uses it even commented on how much he likes it and he is one picky kind of guy	2013-08-09	0.6666666666666666	2013-08-01
US	51660721	R18WFNQITFVMO1	B003FBG88E	195677102	conair pro styler ionic conditioning hair dryer	Beauty	5	1	1	N	Y	great hair dryer	this hair dryer is powerful and does s great and quick job of drying my hair after a shower the price was right and it was shipped quickly by amazonbr it is an excellent value for the money	2013-08-09	1	2013-08-01
US	42879164	R32IHLLE4NGQNI	B00005O0MZ	694290590	conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer	Beauty	5	0	0	N	Y	quiet at last	i bought this for my wife in fact she didnt even know i got it for her until it arrived the now previous unit she had was making me deaf from halfway across the house this is much much quieter and the frequencies it produces are not ear shattering she hasnt complained so maybe she was thinking the same or perhaps she just likes how it does her hair she looks good to me	2013-08-09	NaN	2013-08-01
US	33630931	R19CNMJT4HK595	B0037MFCHE	423960	infiniti by conair i series folding handle hair dryer	Beauty	3	0	0	N	Y	conair not the same	conair use to be a great product and due to the fact of personal use over thirty years of different hair dryers i purchased this model the folding andel and retractable cord were attractive to me but the dryer did not last a year i used it every morning for three to five minutes but everything now a days is built cheap and doesent last same with this model great size for travel or small storage but dont expect it to last	2013-08-09	NaN	2013-08-01
US	37940624	RGHR49X6E3EVE	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	powerful airflow	i wanted a hairdryer with decent powerair output that was fairly quiet at a decent consumer price i was tired of other weak hairdryers that didnt have enough air output and found this one had the power to dry my thick hair the finish is a nice rubberized maroon color that looked good too its pretty easy to hold smaller in size and weight and has a long cord the lint screen on the back is easy to access too which is often what causes a hairdryer to lose its air flow so thats super handy i actually purchased a second one of these online the first one broke my fault after i slammed it on the counter oops s after walmart stopped carrying them so im a happy customer reviewer and im pretty picky	2013-08-08	NaN	2013-08-01
US	11052195	R7IPV5NPVEST	B003FBG88E	195677102	conair pro styler ionic conditioning hair dryer	Beauty	4	0	1	N	Y	great dryer	this is a good dryer i gave it 4 stars because it doesnt get as hot as i would like it to but thats just a personaly thing definitely gets hot enough for your hair	2013-08-08	0	2013-08-01
US	19246386	R2DQB1ELNGIGOJ	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	was exactly what i ordered	i wanted this style hair dryer which is very hard to find in stores this one fit the bill perfectly have only used it twice but appears to work fine and was exactly what was advertised so far i am very please and happy with this product	2013-08-08	NaN	2013-08-01
US	14782884	R3PGBA6SCC9GPU	B007ROD3AG	614083399	salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available	Beauty	5	17	19	N	Y	bonnet style hooded dryer	im in love with this dryer my hair usually takes 45 mins to dry and with my new dryer it takes me 30 it is very comfortable and with all the space inside the air gets through quickly having your hair dry pretty fast i would totally recommend this to everyone its at a good price also	2013-08-07	0.8947368421052632	2013-08-01
US	23889391	R2PG3BR8HFASDG	B0037MFCHE	423960	infiniti by conair i series folding handle hair dryer	Beauty	5	0	0	N	Y	great product	i love this product because it does a great job at drying hair with multiple drying settings but mainly it is great in that it is not bulky like most hair dryers it folds in half has a retractable cord and is fairly light	2013-08-07	NaN	2013-08-01
US	36242297	R2BOWVMD8BJP9T	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	5	0	0	N	Y	happy with purchase	this is second time ive bought this dryer after first one servced me well its powerful but not loud with that annoying whiney sound they usually make i love the recoil of cord happy happy for second time	2013-08-06	NaN	2013-08-01
US	44041825	RLZKANT9OMI97	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	4	0	0	N	Y	great size for travel	i wanted a smaller hairdryer to take with me while traveling and this is perfect i couldnt believe how small it is when folded up only reason i havent given it 5 stars is because i havent used it yet but for travel purposes its well worth the money	2013-08-06	NaN	2013-08-01
US	2791244	R2LO45B0ZR34Z2	B00005O0MZ	694290590	conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer	Beauty	5	0	0	N	Y	perfect	i took one hair drier from my country but it doesnt work because of different voltagesbr br so i had to buy a new one then i select it i got it in two days it is so fastbr br it is perfect	2013-08-06	NaN	2013-08-01
US	28202194	RHSXIV69L0AHG	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	4	0	0	N	Y	quick dry not excessively hot	this is a great hair dryer and not just because it keeps the chord inside many hair dryers get super hot even on meduim heat this has a very soft medium heat and is hot enough and i am not sure what all makes it work so well but it dries hair fast	2013-08-06	NaN	2013-08-01
US	47242273	R1R4EPDI8WZDYK	B001BOFIRO	26711891	andis tourmaline ionic/ceramic 1875 watt hair dryer	Beauty	5	0	0	N	Y	love the frizz control	i got this hairdryer for my daughter and after seeing the results had to get one for myself i have very curly hair that is always frizzy in summer so matter what products you use this is the only hairdryer that seems able to dry my hair in hundred plus degree summer heat and humidity and keep away the frizz best investment every	2013-08-06	NaN	2013-08-01
US	50014143	R2CX4FO0O2VE4B	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	5	0	0	N	Y	it fits our needs perfectly	we visit my brother in another state for several weeks at a time and we keep items there so we do not need to lug them back and forth when traveling there we wanted to have a spare hair dryer there as when our large family gets together there are often items in short supply this hair dryer fit the bill it is rather large but it does fold up and the cord does retract despite its size it still fits the bin that we use to keep our stuff there it is fairly powerful and does a very decent job of drying your hair the only con i can find is that the back end where there is a mesh screen or dust collector does not appear to be removable so as dust bills up it will be a bit awkward to clean	2013-08-05	NaN	2013-08-01
US	38334962	R1RX7C4N7GECKI	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	really good price	first the price is really good ive used it frequently several months and it works well a little loud but just as most dryers	2013-08-05	NaN	2013-08-01
US	15077513	RWJUFBZPZRCRD	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	needed a new hair dryer	kept looking at different ones and finally decided on this one i have hair i blow straight everyday so i need something that will last and so far no complaints on this one good output and a nice weight	2013-08-05	NaN	2013-08-01
US	22198451	R3IWBDOU6AR32U	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	2	0	0	N	Y	cord wont retract after two months	i bought this model for the retractable cord and folding handle after using it 23 timesweek for the last 2 12 months the cord has frayed in one place and it has stopped retracting on the plus side it was an effective hair dryer but there are several that work as well	2013-08-04	NaN	2013-08-01
US	23585049	RI7I08NF6992I	B0008ENT8I	868768702	proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish	Beauty	2	0	0	N	Y	curly cord to short for ease of use	design is ugly cord to electic outlet is great lenght heat settings are fine setting for blowing are finebr the curly cord from the unit to handle is way to short will not reach more than 2 12 feetbr hard to reach mirror and dryer is handing on wall only 1 inch from the mirror	2013-08-04	NaN	2013-08-01
US	18012197	RMY5QGPMKU1ES	B003TQPRGY	814216548	revlon 1875w compact travel hair dryer	Beauty	5	0	0	N	Y	simple and useful	i like this dryer compared to its price its worthy and both simple and useful the shape and its power are impressive	2013-08-04	NaN	2013-08-01
US	15786775	R312PRWPBIXJ20	B001QTW2FK	328811288	conair minipro tourmaline ceramic styler / hair dryer; pink	Beauty	4	0	0	N	Y	diffuser is very tiny	this compact hair dryer works very well and gets hot quickly getting the job done the diffuser was too tiny fro my long hair would buy again	2013-08-04	NaN	2013-08-01
US	18219998	R2V806SWH1CMR2	B000H0XV3G	963066492	vidal sassoon vs547 1875w tourmaline ceramic hair dryer	Beauty	5	4	5	N	Y	excellent a	excellent a it works perfect and is very hot to dry hair excellent article very low price and ussesfull thanks	2013-08-03	0.8	2013-08-01
US	28521195	R1HG547OY2FRI0	B001LQY1X4	748065701	conair 1875 watt mid-size hair dryer	Beauty	5	0	0	N	Y	satisfied	while this is bigger than the very small dryer it replaced it is a light weight at the other drys hair in minutes and overall is exactly what i wanted i read most of the reviews of this dryer and others before ordering i know conair products are good and a good value im satisfied with this purchase in every way	2013-08-03	NaN	2013-08-01
US	31420687	R3C1VMBHIITW39	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	1	1	2	N	Y	air leaks from several places bad quality	after about two weeks of purchasing air leaks from the handle the switch and the back of the dryer i concerned there will be electricity leakage who knows whentoday i want to return it but it says the return is only allowed within 30 days i was too busy to request the return when i first found the problem the product is of poor quality and dangerous to use plus the short time warranty i will never buy it	2013-08-03	0.5	2013-08-01
US	20208086	R28F2NEIV2C7HS	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	5	0	0	N	Y	the wife loves it	she needed a new one so i surprised her with this one she absolutely loves it its the only thing she uses	2013-08-02	NaN	2013-08-01
US	14600022	R2GSWFKY7D4KRQ	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	5	0	0	N	Y	great nonharsh dryer	my husband and i used this dryer at the ritzcarlton naples we liked it so much that we ordered four two for home and two for the gym	2013-08-02	NaN	2013-08-01
US	14799581	RP785A1NWP3PP	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	4	1	2	N	Y	cheap but works	i do not like conair products but my wife insisted to get this since the price is low it will break its just a question of when i recommend looking at a babyliss	2013-08-02	0.5	2013-08-01
US	48607230	R3KIQ52U853USN	B002B8VE4U	74735317	travel smart by conair dual voltage 1875 watt hair dryer	Beauty	4	1	2	N	Y	worked great in us and will also use in europe great size for carryon bag	packed easily in my one carryon bag for flight to ma was strong enough to blow dry my hair straight just as my larger home dryer does might have taken a few more minutes but perfectly satisfactory it will work when i fly to europe also which is very helpful seems as reliable as my previous conairshave always liked this brand	2013-08-02	0.5	2013-08-01
US	26045907	R28UCU5SFGZZFQ	B000065DJY	919751065	revlon 1875w volumizing hair dryer	Beauty	5	1	1	N	Y	my new hair dryer	this is the second one i have had the old one finally gave up after many years of use it is the right size for me and not too many features to confuse me but enough to do the job and nicely i think ill purchase another one to keep in my rv	2013-08-02	1	2013-08-01
US	34384936	RYGKHBXM802ER	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	perfect tool for the home	this is my second one in 8 years and i think it is great this new one is for a new home	2013-08-01	NaN	2013-08-01
US	24361626	R1TWUCVQGB3A76	B004YZMKKU	258419037	john frieda(r) jf1r 1,875-watt hair dryer	Beauty	2	0	0	N	Y	too noisy for me	this is the noisiest hairdryer i have ever used apart from waking anyone who might have been sleeping it was headache inducing it operates well and looks good but the noise factor was unbearable i am not a whinger and am pretty easy to please but this was not worth keeping and was returned	2013-08-01	NaN	2013-08-01
US	44119431	R34FCGPEBXKG9F	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	1	1	N	Y	i love this hair dryer	this dries my hair very well and doesnt cause any frizz i have naturally thick long curly hair so whenever i decide to straighten my hair i need to ensure that it dries halfway straightened i use a flatiron after i am done drying the concentrator does an amazing job straightening my curls while leaving my hair without frizz and flyaway hair i also use one n only argan oil to help control frizz i use the diffuser whenever i want to dry my curls and i love the way my hair turns out after a few minutes of dryingbr br this purchase was definitely worth it	2013-08-01	1	2013-08-01
US	12622263	R3EHKDVX4I3F8R	B002B8VE4U	74735317	travel smart by conair dual voltage 1875 watt hair dryer	Beauty	1	5	7	N	Y	took it to europe plugged it into 220v and it started smoking it never worked	took it to europe plugged it into 220v and it started smoking immediatelybr br it never worked it obviously is not dual voltage	2013-08-01	0.7142857142857143	2013-08-01
US	34619599	R23O2CARH5O7JD	B003837V8A	475989673	t3 featherweight luxe hair dryer	Beauty	5	0	0	N	Y	t3 ion technology hair dryer	it does exactly what its supposed to perfectly dries your hair in no timebr fast and furious no frizz love it	2013-08-01	NaN	2013-08-01
US	25946505	R3GXPZMAY4JVHY	B001MXWZFM	16483457	conair pro hair dryer	Beauty	4	0	0	N	Y	great buy	you dont need a flat iron after using that tool it looks nice and its really affordable glad that i got it	2013-08-01	NaN	2013-08-01
US	48704621	RU4HHVV9QBYF1	B0018C3V5A	833461643	turbo power 3200 twin turbo hair dryer, black	Beauty	3	1	2	N	Y	disappointed	this was the first time i spent more than 40 for a hair dryer so i was expecting it to be great but after about a month the attachment nozzle kept following off however the dryer works well it is still aggravating for the nozzle to fly off while drying my hair i should have returned it too much money for an okay hair dryer	2013-07-31	0.5	2013-07-01
US	40549080	R3N66XP1LF7W5P	B0002G214U	685652978	conair soft bonnet hair dryer 1 ea	Beauty	5	0	0	N	Y	conair dryer	my wife likes it very much its better than the last one she has that got too hotbr thanksbr jim	2013-07-31	NaN	2013-07-01
US	18732612	R3ULI47YJ1BL0	B000V3URNG	843035023	elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer	Beauty	2	0	0	N	Y	sucks	it doesnt do what it says its not as describedmy hair is static not very powerful compare to other hairdryers	2013-07-31	NaN	2013-07-01
US	35732316	R29B94ZSP2QZ4S	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	perfect	this is the only dryer i use i love the force and power it has if you want volume this is the way to go	2013-07-31	NaN	2013-07-01
US	41251648	R3HZ4JNEQIDM5R	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	4	0	0	N	Y	nice dryer	it does what it is supposed to do and reasonably priced i dont see any difference from my old dryer though dries hair fast enough has three heat settings and 3 speeds	2013-07-30	NaN	2013-07-01
US	13033431	R1XD0ORZ2ZFKO4	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	5	0	0	N	Y	perfect	wow she is awesome woman say that it doesnt take long to dry there hair i need to order one more for my daughter	2013-07-30	NaN	2013-07-01
US	6682065	R1CLECQEGM5OHE	B0009XH6VY	568981338	andis hangup 1600w hair dryer with cord hanger	Beauty	5	0	0	N	Y	great a	this is a great product the instructions are very clear and it was super easy to put up def recommend	2013-07-30	NaN	2013-07-01
US	39639032	R2HR90XK42N1W3	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	great blow dryer	i bought this to replace another remington that id used for a few years so far ive been really happy with my purchase i chose this because of the quality of remingtons ive had in the past and this one seems to be just the same as the others quality the blow dryer does have a slight rubbery feel ive never had one like that cant say i care its just different not better or worsebr br i did choose this one specifically because of the attached diffuser essential for those of us with curly hair and it works well	2013-07-29	NaN	2013-07-01
US	52609376	R1O18HCHT7HGWU	B0009XH6V4	670161917	andis micro turbo hair dryer	Beauty	5	0	0	N	Y	compact and durable	the perfect dryer for travelers i owned a earlier version of this compact dryer from the mid 90s until 2013 used it everyday extremely powerful for its size would still be running if i hadnt plugged it into 220 volt outlet in europe before flipping the switch from 110 to 220 volts	2013-07-29	NaN	2013-07-01
US	33232780	RLCPEJ6MU0CKR	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	very good hair dryer	i have never owned an professional hairdryer mine are usually fairly cheap under 25 that being said this is the best i have seen in its price range the attachments fit without being whipped across the room for no reason like my others and it dries hair twice as fast as my previous i dont have as many split ends either for durability it has held up fairly well being used at least once daily by a complete klutz who drops things never any damage cracking or peeling it is also quite pretty some say it is heavy in the reviews while i was used to a lighter one i only noticed a weight difference the first few times before it seemed normal to me the only issue i have had with it is that my long hair will sometimes get sucked in the back i have learned to keep it held higher and since it is slightly heavier than my last i guess i get a light work out while doing so lol overall a very good hair dryer and i would recommend	2013-07-29	NaN	2013-07-01
US	12261975	RUOIGA6UP5Q3Y	B0009XH6WI	197856712	andis 1600w quiet hangup hair dryer with night light	Beauty	2	0	0	N	Y	not what i expected from andis	this hair dryer was loud and cheaply made i returned it the fan was rattling and very loud i would not recommend	2013-07-29	NaN	2013-07-01
US	6635437	R36OAQOCFOFJXZ	B001LQY1X4	748065701	conair 1875 watt mid-size hair dryer	Beauty	5	0	0	N	Y	expectations met	small hair dryer perfect to put on you travel bag and use anywhere works perfectly i recommend this product to anyone	2013-07-29	NaN	2013-07-01
US	48116101	R26OSUQSST31V9	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	1	3	4	N	Y	dies after a month use	i was happy with my new dryer but totally burnt after a month use lucikly we have not any injuries	2013-07-28	0.75	2013-07-01
US	50848463	RFK7AXQU282Q	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	4	0	0	N	Y	turbo dryer	these were a vg price so i bought 4 of them so that i could have one in each of my bathrooms for my guestswas tired of having to lend my dryer to family and friends staying overnight at my house	2013-07-27	NaN	2013-07-01
US	5348290	R2J5556TWIEH4H	B0008ENT8I	868768702	proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish	Beauty	5	0	0	N	Y	love the convenience of this blowdryeralways ready to go when you need it	this is my second one had the first one for many years and now replacing it with new one was so glad they were still available as my family loves this blow dryer it is so handy and ready to go when ever we need to use it love	2013-07-27	NaN	2013-07-01
US	25826204	R1GNMZOM31B5QL	B0009XH6WI	197856712	andis 1600w quiet hangup hair dryer with night light	Beauty	3	0	0	N	Y	it does the job	i really like the hangup dryers because they save counter space i dont like this as much as the last one i had when it stopped working i threw it away before writing down the manufacturer so i couldnt reorder it but im sure ill get used to it its heavier than my previous dryer and id really like a setting thats between low and high temperaturewise fairly easy to attach to the wall although the template wasnt of much use	2013-07-26	NaN	2013-07-01
US	30715319	R2REWF9VIXZ0Y3	B0037MFCHE	423960	infiniti by conair i series folding handle hair dryer	Beauty	5	0	0	N	Y	hair dryer	i love that the cord is kept inside the hair dryer no more tangled cord glad i bought hair dryer	2013-07-26	NaN	2013-07-01
US	34783426	R11HQVXZ514J85	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	3	1	1	N	Y	meh	i upgraded to this dryer from my basic conair dryer and thought i would get something good based on the reviews but really it was a waste of money to simply buy another blow dryer it doesnt do anything better than previous ones ive owned and in fact seems to make my hair slightly more frizzy plus the buttons are placed right where your fingers wrap around so i had to train myself to hold it differently as the first few weeks i kept switching the buttons in the middle of drying ive seen other complaints about the motor shorting out and so far i havent had any issues like that just not really impressed with how it dries my hair and no way is it really quiet pfffft	2013-07-25	1	2013-07-01
US	15863049	R2175ZKIJVY9B9	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	2	3	4	N	Y	brush is way to soft	i am writing this review to save anyone interested in this dryer to beware if you have thick hair you will not find this brush to be adequate i have medium long hair and am white but my hair is very thickbr i know this dryer style is usually advertised for african americans but it works well for caucasians with thick hair as well i found a different dryer that is working great conair is the manufacturebr br other than the brush this dryer appears to be well constructed i did not use it so i can say how well it drys	2013-07-25	0.75	2013-07-01
US	49483287	R2IDUNA40GEFH9	B00006IV22	357308868	conair 1875 watt dual voltage folding handle hair dryer	Beauty	3	0	0	N	Y	ok dryer	this is not as good as the hair dryer i use at home a conair 225np comfort touch tourmaline ceramic 1875watt hair dryer for compact portable it is not that small for use as a regular hair dryer it takes awhile to dry and just hilo heat and volume my previous portable one was smaller and dried better this works ok	2013-07-25	NaN	2013-07-01
US	30405897	R1GM4MXWR6T5U4	B00016KMIS	983445543	sunbeam/oster 1500 watt wall mounted hair dryer.	Beauty	5	1	1	N	Y	had one beforemissed it	these are greatour other got used so much it finally quit reason 3 girlsenough said so go buy one	2013-07-24	1	2013-07-01
US	51120261	R1TMSORS0XUXHZ	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	dries well runs cool if that makes sense	the dryer does its job well and despite its large size is fairly easy to handle speaking of the handle it stays cool as does the rest of the casing it is a bit noisier than i thought it would be but it has a deeper sound than our previous dryer which kind of whined	2013-07-24	NaN	2013-07-01
US	11491102	R3MUH4Q1KP93VC	B0009XH6V4	670161917	andis micro turbo hair dryer	Beauty	5	0	0	N	Y	very small	just what i was looking for had one almost identical but fried it in iceland shopped all the locals and could not find this really small size bought one with a folding handle thinking that would make it workable but not so found this one on amazon and it is the perfect replacement blows like a fool and is small enough to pack	2013-07-24	NaN	2013-07-01
US	45188482	R1NW3QPT27GL9I	B000E8PG98	676407800	conair 1875 watt cord-keeper hair dryer; pink	Beauty	4	0	0	N	Y	overall it was a good buy	i bought this blow dryer to replace another one that i bought online the previous was not powerful enough i really like the cord feature but it can hurt you if you arent careful it retracts very quickly overall i love the blow dryer and am happy with my purchase	2013-07-23	NaN	2013-07-01
US	51855816	R1KHBJ77NJO9JV	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	great dryer	i love andis products they all tend do a great job heating up quickly and drying and straightening your hairbr also their flat irons are great as well	2013-07-23	NaN	2013-07-01
US	51067582	R326JXR0HA32UI	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	4	0	0	N	Y	blow dryer	i was a little skeptical about buying this blow dryer because of the mixed reviews but i have had the dryer for at least a month and had no problems with it i like it very much	2013-07-22	NaN	2013-07-01
US	52621401	R1E6LBT0ICTKNW	B001QTW2FK	328811288	conair minipro tourmaline ceramic styler / hair dryer; pink	Beauty	4	3	4	N	Y	great but lower watts	my daughter just loves this small hair dryer however it is advertised on amazon having 1200 watts i have a killawatts meter to test the house wattage and this hair dryer reads 981 watts on high and 255 watts on low setting however it works great and saves some energy	2013-07-22	0.75	2013-07-01
US	29093942	R2VJV9VN8TD7YV	B0009XH6WI	197856712	andis 1600w quiet hangup hair dryer with night light	Beauty	5	0	0	N	Y	great drier	i have had the blow drier for almost a year i love it i shut the bathroom door because the light is a little bright however it is great for those middle of the night potty breaks it works great for me and i use it every day one thing that i dont like however it could be because i dont know what i am doing every time i go to use it i have to click the switch on the mount it does not automaticallyclick on when i pull it off then push the on on i have to always click the switch	2013-07-22	NaN	2013-07-01
US	35044431	RHT8ENN0RPLKF	B0002G214U	685652978	conair soft bonnet hair dryer 1 ea	Beauty	1	1	1	N	Y	damaged item	i bought this item for my elderly motherbr she and others have tried to use it butbr the hose keeps coming detached from thebr bonnetbr i would not purchase this product againbr or recommend it	2013-07-22	1	2013-07-01
US	37192705	R2QAI8LO2K7GNQ	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	1	2	2	N	Y	producto defectuoso	this product does not work well ensendido the button came broken and i can not turn offbr br este producto no trabaja bien el boton de ensendido vino roto y no lo puedo apagar	2013-07-22	1	2013-07-01
US	10963015	R1SZVIB57LKU0C	B000RZLL38	983445543	oster tourmaline wall mount hair dryer 76932-710	Beauty	5	0	0	N	Y	the best around	this is the third wall mount i have purchased l ove the convenience and that i dont have to keep in a drawer	2013-07-22	NaN	2013-07-01
US	46112911	R1SIB2WB1WBKY1	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	5	0	0	N	Y	excellent	bought this for wife and sistersinlaw to use when visiting they love it and the retractable cord keeps down the mess comes with each to attach and remove diffuser and concentrator attachments	2013-07-22	NaN	2013-07-01
US	12648635	R23U3E024V7NYQ	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	african american with natural hair	this blow dryer works great for me i am african american with natural course hair it has the perfect amount of heat to my hair to straighten just enough so i dont have to use a straightener but when i do put heat to my hair after using this blow dryer it lays down so beautifully i highly recommend this	2013-07-21	NaN	2013-07-01
US	52610728	RWJETL7OUOJKB	B001LQY1X4	748065701	conair 1875 watt mid-size hair dryer	Beauty	5	0	0	N	Y	nice portable hair dryer	this is small enough to take on the road and is also small enough to keep at home the power is very good	2013-07-21	NaN	2013-07-01
US	12807521	R3770H2IFWMENR	B001QTW2FK	328811288	conair minipro tourmaline ceramic styler / hair dryer; pink	Beauty	1	2	2	N	Y	disappointing	i bought this hair dryer because it was small and lightweight it also was touted as saying it worked on dual voltage for traveling i tried it in the u s to make sure it worked the first time i used it in the uk after switching the voltage it got very hot and stopped working so disappointing i only rated it one star because the color was nice	2013-07-21	1	2013-07-01
US	27520774	R1SJLTM77V8EYE	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	very convenient	this is the third unit ive purchased they last two or three years it is very convenient and has a nightlight	2013-07-21	NaN	2013-07-01
US	46932537	R2GJTZ7UL5LT33	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	nice	its a good hair dryer works great on all settings also a great price cant go wrong for the money	2013-07-21	NaN	2013-07-01
US	33192868	RPJAS8ZIR4MAM	B00092M2VO	238410319	andis 1875 watt professional ceramic ionic hair dryer	Beauty	5	0	0	N	Y	absolutely luv it	i just received my dryer 7192013 luv it i have thick hair and needed a blow dryer that can do the job this dryer straigthens my hair something kinda serious i would recommend it	2013-07-20	NaN	2013-07-01
US	52876377	R2U2JWBJGL6W0	B003TQPRGY	814216548	revlon 1875w compact travel hair dryer	Beauty	4	0	0	N	Y	good value pretty cheap	believe it or not i actually bought this to replace an 1875w dryer by revlon that was at least 10 years old i was used to having a button for heat and a button for speed of fan i see only the one button and it has heat and speed together i think there is a cool shot button too guess i could read the direction booklet if i did not throw it away either way i like the dryer it has a trip button on the outlet plug that is a safety feature that helped once on the old one when a thunderstorm went by and i was using the dryer a good feature the dryer is lightweight	2013-07-20	NaN	2013-07-01
US	31004536	R36HA0C8ULT21P	B00016KMIS	983445543	sunbeam/oster 1500 watt wall mounted hair dryer.	Beauty	4	1	1	N	Y	thoughts	a little larger than i thought it would be very easy to place on the wall i would recommend this item	2013-07-20	1	2013-07-01
US	19404856	RKY05FA6NQ1BY	B000BBS636	560455235	conair yb075w pro yellowbird 1875-watt professional hair dryer	Beauty	5	0	0	N	Y	best hair dryer	love it love it love it the hair dryer with attachment works great and dries my hair fast buying one for my sister	2013-07-20	NaN	2013-07-01
US	22208493	R3I112EOZ8FXLM	B003TQPRGY	814216548	revlon 1875w compact travel hair dryer	Beauty	5	0	0	N	Y	love it	this product is geat pushes air fast and hot three speeds to suit everyones needs light weight not too bulky best blow drier i have ever used dries hair fast	2013-07-19	NaN	2013-07-01
US	48188654	R2IBEPRNV5FJBH	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	2	1	1	N	Y	you get what you pay for	i was hoping that this revlon drier was a great bargain and that its price of 12 wasnt an indication of a cheap or shoddy product when it arrived i was chagrined it was a very light very cheap feeling product which also only had two possible heat settings all in all a very unimpressive hair dryer i guess sometimes you do get what you paid for	2013-07-18	1	2013-07-01
US	13251857	R26KWPP32XDQQD	B0018C3V5A	833461643	turbo power 3200 twin turbo hair dryer, black	Beauty	5	0	0	N	Y	just like my hairdressers	my hairdresser recommended this dryer i love it it drys fast and if i use a round brush my hair comes out straight hardly have to use my flat iron	2013-07-18	NaN	2013-07-01
